,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
49,4.800274837917494,4.587190991771797,4.69991118053801,4.435302024885902,5.0476042273373505,4.952126040495647,3.871708184173765,4.796832635940777,4.629456549678248,4.960157979048271,4.098605309627324,3.7906054013196755,4.993441120020851,4.448975156130606,3.547406412662743,4.264045716316921,3.0571670343439274,3.448644690386513,4.432046901386648,4.367881878650501,5.040714923757274,4.747717396883935,3.5687084236165165,4.921272760087117,3.9069013173644,4.251544719470834,4.213017362659731,4.265358506204084,3.022634465483497,3.8280812644709723,3.5306485787505917,4.9929996803758145,4.984700650924552,4.995165560078103
50,4.388832764755733,4.749057128479484,5.246958547481103,4.0194650516068835,5.079541671018984,4.455241262918585,3.1001730085194823,4.6516443352123975,4.982504650665504,4.985588516357744,3.949974601570872,4.076715298702778,4.9794279074504555,4.421832892134871,4.2867107037104875,3.747238775165056,2.7118630618243733,4.0322453456697716,4.327304345451266,3.7913071834939447,5.302874363881792,3.040075508222005,3.091786526040978,4.3939989155684485,4.97636420735097,4.909925836270262,4.975032799623912,4.698639602164291,3.4398611339378578,4.138927397495856,2.0804572392738416,2.650077301434589,3.635724464970329,4.346358635094118
51,4.327971776832737,3.871533048049549,4.20778575633387,3.5276801932173556,4.30517167105121,4.268000427817033,2.6514867067176326,4.182530882885388,4.020444920926506,3.9646069435085827,3.4208743105964015,3.7218025370681214,4.965943743512414,4.0071041148095725,3.3169165744936793,4.130321682584063,2.2471457061636313,3.307136899260573,4.128068327113033,3.36919980644671,4.122079837564303,3.991986625782629,3.454802039794595,3.9300127319338194,3.9793127763193734,3.9836079640424287,3.0319329025020494,3.987639102352023,3.6402817523807696,3.425210626476254,3.1348541386749864,3.3774926236489535,3.6860730138513484,4.709120753632324
52,3.9435066273180834,4.129009877987791,3.909003843648556,2.854544536944516,4.818252832422145,3.9183666174717957,3.4211533322731227,3.821357865089757,3.997024642442627,4.949227388454155,2.8307321742412705,3.589155991862344,3.01490204711204,3.3675981161740145,4.09734620997767,2.9519029561425025,2.4282607872236297,3.3556279573267664,2.6101672020767275,4.538954426944256,5.030166468292993,3.9410590378658927,2.5345715258103003,4.457520866234208,3.630146819547591,3.4630211637086368,4.965498084759323,3.035727356825471,2.8047954846621455,4.993619860498439,2.6286290637719953,3.998319616140201,4.987304238876334,2.181456714810273
53,4.773585334526319,4.975776686715931,5.031736522153433,4.278748072773798,5.005932556383359,4.656968283613075,3.6838917017374055,4.831962320588023,4.937321086075561,4.989695147518672,4.389461949033244,4.13244514540313,4.999017124537882,4.3661878738133035,3.7772068014287554,4.638478862531707,2.8066968558240992,3.4468340249257645,4.306290017366146,3.8771300104177793,4.998991456808395,4.135794358997223,3.9886316600443616,4.812910334914797,4.424083224048359,4.955726842476698,4.491166967373988,4.98895788847944,3.6307486911479607,4.025787235556783,2.006609849103964,3.718052366827532,3.781895166499803,4.996183707328266
54,5.126916339254621,4.8109015152343435,4.971134738423537,3.7438707308530903,5.027189270473618,4.875782944554727,3.419845732707109,4.7721837816361905,4.9817790549680865,5.004841760182422,4.228010042535305,4.949804660000725,5.207804004273345,5.303436942866412,4.003462378362957,4.997487963671838,2.9649628755616386,4.20649802750032,4.320166020619868,4.324993417489063,4.779664702716667,4.993222308501403,3.993444277168974,5.033485662208953,4.807550987479513,4.831615200001945,4.441932704499362,4.979624255380842,4.573004249040566,4.147772714513147,3.422776367986908,3.70246454707904,4.671410390881494,4.676554169751354
55,3.2644368696371266,3.4804587395468376,2.956235035792738,2.0734219433161547,3.7671512166065653,3.4625856883931574,2.782809886869598,2.9861850081856938,3.0649890141252203,3.9864996579500547,2.639429170774073,3.343655547870667,3.126773415203066,3.7264404626672287,2.9970946639233973,2.840126779226334,1.4443749476637953,3.1650400888666494,2.029887133974165,4.980015061530164,4.984703990176521,3.9868817064329187,2.5085967963096905,3.709337871281887,2.898306264318254,2.842268814790436,3.5887755928679663,2.5241022798175377,2.481706197375414,3.9983165374175855,3.984507564775262,4.082528534733322,3.329203649337828,2.72084763981129
56,4.780147939304478,4.750210812077033,4.604390199402712,3.428082868128729,5.08112338139002,4.822543504475647,3.316564214972167,4.535498069687435,4.930015183413037,5.111511563012091,3.6610032879678682,4.948790270387574,4.87673753553143,4.990446569767631,4.681407474871227,4.029009914294809,2.8367263604471273,4.985589916813151,3.831729939288379,4.88254527010492,5.003139362589468,4.786213077014837,3.1204209665525435,4.97938541345597,4.900146707532145,4.518195053305866,4.992971006292602,4.414363348870017,4.299229787956257,4.653656159392361,3.6666712972449553,3.4950511718414896,4.599568164971113,3.713348262698175
57,2.5900220661929914,3.749216782490112,2.7085272545899075,1.9866750968401132,3.4120025840191834,3.0786526666973346,2.5643178617223796,2.794732990906673,2.9504783704221627,3.6564485779282743,2.274402872274296,2.6727853886430952,3.2431982094184257,2.013967273165583,3.647026067619051,2.04431195755563,1.050214776236053,2.5186104745889173,2.3248586145223125,4.986970980000625,4.962080984862504,2.548139173154785,2.997875227532334,3.0781656162213844,2.655531083525807,3.0157034444889685,3.537043451108212,2.2520916197084646,2.0777877179866144,4.97261748432376,2.479591886835257,3.6227069458151884,1.024324158759891,3.0645843483402073
58,3.8484962996064045,4.099164768171875,4.010623534478153,3.0285041704708155,3.790049002714923,4.229352419893514,2.693091172819629,3.9507463974607857,3.850771795129522,3.9393333840676203,3.6132136617273627,3.8748034530420914,4.828132234445743,4.967623378439152,3.131734726918258,4.058120441829312,2.984611744059722,3.3870405098428975,4.197543883643889,4.984278623103377,5.041460471334612,4.184659965502044,4.177473783776358,3.8895803293642017,3.6896664435368978,3.8034065053405706,3.712153607362107,3.799378172178934,3.989339645597333,3.3221213322554495,4.313740940032716,4.988233500086396,3.018984964959836,4.992154482185783
59,4.624309283945914,4.585835266733759,4.198700509122694,3.0385413074752288,4.774732784116532,4.708614765637772,2.8343115509925827,4.4114929065645985,4.265349178965286,4.640889897251894,3.706852627663885,4.454857613512323,4.943069319732857,4.989800964257799,3.832969509388653,4.974021493335037,2.884880190416158,3.8960139737808914,4.4206317296222295,4.0205615474716145,4.999235635551532,4.948859974399705,4.134538129862918,4.425780938088854,4.517724685409371,4.287806772348009,3.891525990766856,3.905082903207977,4.4611842502077605,4.971226521000503,4.98307248196535,4.9894126817853826,4.936335989586164,5.000470831675893
60,3.740578387319228,3.2400177485701627,3.813598440925623,2.927963715466161,4.096297334744797,3.7412071497775603,2.862317659989811,3.4071051503907968,3.4585870516265453,3.9713071822040784,3.4160235234993825,3.292751058389864,3.8636129449742196,4.98331779422645,1.90686732856524,3.8326669251562198,2.2674251844827036,2.7953050412576608,3.724833868121933,3.4800955759584844,4.548235961164923,3.7360345173292893,2.5750690980910553,3.8371711596131997,3.3380204698530616,3.2374806897817185,2.8722813861460867,3.347806193165767,2.0282818463091585,2.6909346562725793,4.978664160080928,4.002125776877059,4.972293902554401,4.981054593077216
61,2.8564075860726366,2.474460479814702,3.0415175834381274,1.8290910228638588,2.8094059682912973,2.625580377033985,1.2652083262905311,2.489097611054959,2.522116996536451,2.753605894572261,2.82296421596237,2.959944474653333,3.0628617409907957,4.963043676455403,1.1908939795518092,3.054102786558695,1.2908803276192238,2.9376507170992268,2.4169831859773794,2.4023037538122254,3.9811049160189547,2.567443183717397,1.5167846710368362,2.5296865383060263,3.3821512464404213,2.751746867763617,2.4070684230351294,2.8090171153016303,2.1649618269404467,1.0147966029431634,3.9812350045207086,2.0167610856591303,2.987088922951638,3.0028950426854943
62,4.435916397645597,3.867181824566656,4.331980803856604,2.8776364921198265,4.372621245975537,4.554474733887517,2.439634700934608,4.2451527306710055,4.016608734847937,4.251605597208236,3.081308366129351,4.308854288131486,4.758961688900219,4.989706676583079,3.813351525016054,4.195241267695279,3.5771837860415365,3.730185376359306,4.488986964322179,4.989478776396571,4.626952779863253,4.792472644208269,4.161355454031049,4.073948262793404,4.078854323488099,3.6019762733542047,3.8022863627401464,3.5815807013316237,4.979145283670358,4.176761865855985,4.987888684142224,4.995537439801993,4.990474553427914,4.193507786689709
63,4.354868554342295,4.240882036807735,4.382045874955084,3.666647311051921,4.182998878715458,4.098010317527031,3.534699276335196,4.389606973010414,4.073459935402094,4.082289549830778,4.228483212161887,3.7101798450919907,4.516892834325288,4.965216534861605,2.569575940404243,4.9715694861340305,2.5463111020192404,2.700826750645891,3.6969352762853815,2.9710226609135226,5.129582035098676,4.46594871521588,4.024019405612364,4.65570506639336,4.0076629663074135,4.198300413859206,3.9533413924767946,4.369963809971009,3.685939390710849,2.002356036283924,2.0231366413629224,4.978961549525901,4.005832300008461,4.9998585819913925
64,4.591136384748035,3.532871333917393,3.921907460313619,3.477571255561738,3.909038764136838,3.865183815694463,3.215283057743983,4.149322846270027,3.609626057525432,3.589801904207542,3.8103076070417763,3.5645736009078357,4.007496832209932,4.7717694220096725,1.9669023368840652,4.961583314941019,2.235483557929967,2.501279468585894,3.2086999751286056,2.0120739649051567,3.9983984752874933,4.96519241010524,3.349208128363386,4.529309305332956,3.7049737265648406,3.5815217629665295,3.1134620394896833,3.978609852132463,3.5774618571651837,1.027979660506976,2.0069363975124643,4.459401136875472,4.987668263819552,4.0021238832625725
65,2.3817115231446766,2.2575154967123225,2.637782827245596,2.544758285282251,2.548590153362818,2.6441230313817696,1.7069583655649492,2.8412379606802545,2.3199136025603972,2.311634411394612,2.1135306682861263,1.7636211385763572,2.56263802581419,2.8982714360999147,1.5332333564239686,2.5337455778532405,2.968447313257564,1.841902161375695,2.8576230861125183,2.010586031321541,2.9833774988857718,2.6267600577805945,2.366810972111533,2.359852897983976,2.1589435429837938,2.078497762405479,2.322205345021091,2.2869454911504903,2.5530432210738,1.0126467130858336,1.8233481062245693,3.9843917460111182,2.99785091151335,3.155299188516364
66,2.9859547351592277,3.153903246349581,3.553622791603914,3.1375991846033675,3.3007430646199065,3.684546102931294,2.4426814496993474,3.3454804594813528,3.4535480978947684,3.550649598240664,2.610037196104963,2.7432226936600834,3.581520261617565,3.093532265651935,2.822673463685504,2.5418805427015205,3.9701539053987323,2.49196135438938,4.001968051971568,4.969902945066392,3.006519382095296,3.182514515943457,3.462455652479354,2.983996763027644,2.055464778163363,2.7965386868193436,3.0167523431925116,3.2020286422916593,3.0084737971471345,3.563199971864245,3.293663823427836,3.92868748602523,2.957389591021577,3.9863938667019503
67,3.5395610732959826,2.894153684338094,3.1241896760544776,2.4240412943153142,3.878746412736306,3.0953974916627787,3.2317026986250434,3.259947769235356,2.7579292792182604,3.374149412463323,2.7218351991968692,2.6143482516177987,3.132020947141228,3.6334459184041363,2.020300912877873,3.727129475294422,1.0194218053674187,1.7252046867299413,2.5116109683019205,2.016132565684993,4.985524019052966,3.785395584448851,2.5679804533203545,4.094582413172965,3.2345254930164327,2.6734347400499128,2.8993360941590587,2.3742936035312874,2.009790301920381,1.9262715915053052,2.523598060178114,4.975450675506382,4.965333820176253,3.9912135566587437
68,2.2921031919151162,2.503050288153346,1.977658255925675,0.8210817313000024,2.373812413593064,2.348266206232979,2.0220790785927747,1.8399555167177621,2.0429189136027572,2.8565910577054194,1.170845475309182,2.2681729018878705,2.104095353534524,1.0137758399159023,3.1706527649953284,1.3158328367921124,1.0123391497839074,1.0178240514091965,1.8427319880086264,4.971942769282327,2.790716963908136,2.4559134855868736,2.945907656010802,2.466333957621329,1.28883549629874,1.6525660959099688,2.631246612256815,1.066708503489185,1.904002952423114,4.963358665633988,2.6778928816673875,2.992863849340509,1.9004844954927105,1.0123237140218901
69,3.7106491278356932,3.865864955547552,3.8269946365411647,3.4787467035962623,4.024405022548369,4.465710452849349,1.5534564661053127,4.131617936529921,4.108060267835809,4.173501588392818,2.506760890556388,3.6839879721185995,3.7321441244946656,3.723342823098818,4.243476778669336,2.5028550896908754,4.961564794203489,4.965098524200547,3.991917001162442,4.982771268098699,2.9998087056355405,3.997616983596448,2.580783775920938,3.0441906198025723,3.499214906085405,3.339559201340429,4.2542675372128205,3.4934042549007644,4.654992298386954,4.403634241697721,3.7980465431884247,3.302862545347385,3.9170781285799565,2.0249110433513877
70,4.059993652353954,4.494989790806904,3.8472513930942616,3.335195522657672,4.1943818791414085,4.534936527976395,2.3022015972981786,4.255053976973157,4.211744101144884,4.05175285437043,3.2237518655237563,3.8482033886396816,5.199352911418348,3.615908687520312,4.293962333653266,3.802836205582609,3.0156381360258684,3.9785079524445752,4.955310847855986,4.013441321018284,4.004476940786171,3.8022977633901394,3.8849999064989684,3.6566941623847162,4.198032695027449,4.188351821509811,3.5375260766435797,3.733054977965975,4.046052411398102,4.973627233953726,3.998296452638116,3.990105513334788,3.0133742877410037,4.995142096441903
71,4.261101896734773,4.048017488024292,4.1706564366578585,3.106544564693603,4.44554482422568,3.9423113600950117,2.3579269436157455,4.138742480995964,4.044899188915415,4.015697949457924,3.346670456481953,3.9522285740740966,4.457832666535403,4.527671910873576,3.5054933755816347,4.0282885219147815,2.0006047524328667,3.9988855488827655,3.718970601858644,2.635942660370651,4.843809626239629,3.609138338417387,2.751484810389081,3.990892487117404,4.943870656459474,4.1851469470280325,3.8367944522315405,3.904362279530143,3.7694852202596394,3.00348458538798,2.7126919272546797,3.0000593059766993,3.8801798023980827,3.9951301971811817
72,2.4705258748371834,2.931160971283615,2.8974312746712427,2.391132935216589,3.290493334592972,3.2989744828392835,1.7083202435495797,2.955143070897495,3.2048743629811223,3.470309958141296,1.6844237827526447,2.6695119184648366,2.5901978482132426,1.961954976998507,3.5365395809688014,2.0521301711363904,3.9558286491842676,3.0006369479001695,3.018657249851329,3.999475252767316,2.004124136260747,2.8830921024023057,2.6592825724263442,2.3883681414168336,2.026773441261268,2.5050243989020133,3.078968436880341,2.6133878717911427,3.533775423220785,4.963182250776129,2.5558715161723287,2.743148846631626,3.113884418899998,2.272937602938242
73,1.338733170443387,1.8378869320585745,1.219072896873584,1.1325381222091453,1.520187801850767,1.722642077640141,0.879768697106622,1.514700199423801,1.2260709635142832,1.5319152245715506,1.5620370014679497,1.26264121563311,1.943890332095748,2.3311754784099783,0.9217930875416682,1.5926469396940661,0.9871529447680656,1.6089237683221416,1.761500075197015,2.014229733480786,2.9762064141002744,1.6388490699634932,1.4300593549824612,1.3599960079867397,1.6160683826771107,1.46118408812801,1.4307320807203445,1.0822406191015248,1.0087473543553949,1.3002085531585927,2.976826825728732,2.989562961220914,1.0167646672187767,2.5405930790892985
74,3.387871975397988,3.5266303567789508,2.887090827931769,2.201084436810278,3.2729583373245155,3.3993724488851624,3.005937437098798,3.0512147984233717,2.8547581001813493,3.454902137159614,2.7112269876663753,2.897595309812401,3.766524150570679,3.134000422322553,2.923702563874393,2.779974287392206,1.0318603789480418,1.9933771109998473,2.982703894438293,4.971651520721924,4.994658352481785,3.616095778880611,3.4350799621044406,3.7570257214062717,2.7079776821224413,2.765112283488938,3.234886784410753,2.218725682031817,2.0087698630147472,3.453797376551821,3.648296638393692,4.9787416502241,2.5494965477442766,3.573055298502617
75,4.199357209430964,3.729792750167181,4.038622021282948,2.856198053638165,3.8571240023007265,4.447693794013414,1.9183263529619052,4.128548248450827,3.764753393922618,3.785115900842081,2.779159743148349,3.9080859189297805,4.763933127302931,4.35036259815132,3.8217481632812254,3.750052143737646,3.9947741253770523,3.4238626186421497,4.9796145815653645,4.993154905076647,3.885283133168293,4.375602528990275,4.375820328958153,3.4968563652605487,3.7061448604442333,3.3440700626311375,3.448031103139,3.2548169801812894,4.98055252337868,4.181614854077571,4.984538817402778,4.993055670565035,4.308831016817885,4.006591356933116
76,3.175258860485442,2.8254938174953352,3.7840977572767263,3.372231544678995,3.4896524604358805,3.6024839737281176,2.2528350415423093,3.610765289541428,3.411464260868049,3.2103988056231656,2.8506453068062383,2.706446981070285,3.7945824418194,3.9312910884523347,2.101914267223001,3.4606969809585344,3.970487152699369,2.5640293739699587,4.246506174033794,2.9032637435707436,3.113130800933795,3.261569028896648,3.1831132539026052,3.052884311725266,2.7698491713143794,2.9646815998081646,2.5398268674583235,3.5381312430130096,3.358784277748108,2.0121459844247465,2.9952095773084015,3.999894434125108,3.9886981419513132,4.976702198821598
77,3.7116188263011374,3.177683870678443,4.037356241291221,2.8177016588454,3.213604329242352,3.64392035205613,2.6444443347723032,3.491990479545692,3.219753318123655,3.3085657109976454,3.0031487878702094,2.858380546996834,4.420720699475427,3.6574507483956267,2.4357894074973516,3.375431291206501,2.9985976545723414,1.0302528701986966,4.966309521728149,4.978279446171488,3.9910071108171987,3.175999003614732,4.798469737925383,3.3797979447750954,2.496842347902286,2.930194418042391,2.6570769558789586,3.0200191167734314,2.9391537800909355,3.0062267653446373,3.990508704170733,5.000539436550171,3.2941118543544947,4.99010577315369
78,2.7094491121214896,2.537405931948371,2.824039291402738,1.7515358560510972,3.0126489067480686,2.441327507140726,1.9070486180672785,2.7354028372814785,2.4675016821006737,2.633031419444866,1.9775685005073593,2.509902470167215,2.8311636281121038,2.7180322969850805,2.478056877341326,2.8133347337873316,1.0093394302533696,2.0041596445582295,1.9668281071538827,2.005994978875409,3.969436794146536,2.5455128495508266,2.442749443754453,2.8601783803474317,3.1072269890736806,2.5701998487289206,2.6892834213337458,2.3204855483647306,2.970614007439011,2.055187930233225,1.009699556922963,2.8800384201342712,2.537769938517778,2.6144880087407487
79,3.9388385556231693,3.95101264978781,4.499954809490769,3.8815421123028337,4.081629477808679,4.273138435146621,2.7048116883633204,4.136012989196829,4.14189572272037,4.216519042544199,3.4095405262351606,3.205372412873806,4.4282597839799065,3.834783109777803,3.197380548317297,3.13701416257704,3.9758874166754827,2.8399936565198503,4.965057544376848,4.982778761726556,3.9872336416141336,3.260732284293432,3.7484171440501837,3.572804237312245,3.162921561506102,3.6954243075241493,3.6821536595359343,3.883514416434159,3.01974551762021,3.7131015688178626,3.5988049442520906,4.007885279276241,3.538662691473317,4.548070129020996
80,3.6692125386421317,2.534973150507027,4.099489319253798,3.321287416145822,3.225744561339786,3.526752681876199,2.1118973611398966,4.0823830472045906,3.2746452061599913,2.7100837540277114,2.25986343627654,2.440788741836373,3.6961716999241414,2.758882643322289,2.6747375256322936,3.8187256359681387,4.967426164037385,1.0269659432505758,4.973857839236109,2.0209563463241196,2.0032402136902947,3.455379512969262,4.698314342611486,3.0900921988921013,2.5957258319677,2.6163994834894195,2.5923857594455786,3.1839093214214005,4.973368066097145,1.915544098679148,1.0184231039046414,4.979517340010533,4.983630543208108,4.000732579874999
81,4.163411212604325,3.19501272646065,4.367782583198177,2.5173489882733446,4.425756796584768,3.9611403284030944,1.904750357856534,3.802881164883891,4.032686408018051,4.135677594503382,2.3372350354309974,4.331285370632929,3.9791663040898384,4.10081541414103,4.1065300098235955,3.4426960236142174,3.0091298587030635,3.990127276313834,3.4869435467349623,3.978347131740094,3.3263013377473256,3.9005427868699263,2.8795041682774616,3.617990707718011,4.146694218328741,3.4457286208761815,3.558164701085623,3.6528530028056148,4.965795067934339,4.307484852908489,3.2821818277627868,2.0272659727427778,4.972429180742834,2.5377637483258453
82,3.9527163941074197,4.143272961455248,3.7711519744634328,3.3110605860942637,4.417993887949864,3.9902009537060446,2.8024746819171904,4.026729983930139,3.9136945672916132,4.178158610422935,3.4497768899261922,3.632615983781562,4.071366223865099,4.234866898555219,3.2491596702375523,3.8696575094315193,1.9999555382698526,3.9843492449275937,3.033942526069647,3.0102310719279397,4.97956296067001,3.9856688393717423,2.5169253984551654,4.076848292872623,4.255332358929511,3.9848332692916753,3.888790998001651,3.762206175244246,3.2028827899359085,3.157803089540334,2.640119065657894,3.6178985308388016,3.6493643163869303,3.8978417049945517
83,3.865130996431747,4.245990096641279,3.5516625910439656,3.3222602323894823,4.424881279825347,4.601540543461406,2.4549933939995308,4.199339835053498,3.9922007038815375,4.178664970807138,3.30893372609691,3.930385051894355,4.730395319291417,4.8925256415745775,3.618166656366272,3.97714720168431,3.145780569475895,4.962389198913677,4.003230670744882,4.007191247330788,4.999952798186262,4.6743962677361095,2.9203649638983853,3.912703968231575,4.300956145493171,3.8473901526844063,3.734104026594152,3.603690214678668,4.001115063731545,3.8412954001719726,4.984768538105931,4.98202502287998,4.00053370201243,4.988290912093428
84,3.349095687133886,2.770969912043187,3.0318045671171427,2.047717677856236,3.1111010642530554,3.8109991852954463,0.8626021046142864,3.2436589367601707,3.1669748489256393,3.0106543694311525,1.824316811106693,3.6913563159726683,3.877604328396618,3.7801308433145437,3.5180864034170507,2.9859848776655165,3.8135632720241217,3.9808352064516894,3.9973994971410507,3.989565830132698,2.0260896709432856,3.9771581664960047,3.016743579930726,2.5047836271659545,3.173938825139386,2.589072457422297,2.522424126372875,2.7037306284245624,4.973283811192223,3.9617582897717827,4.97865499190876,3.1188889984161055,3.991221420001292,2.7347946606682383
85,3.4521063590374546,3.257666608324317,3.427379555065602,2.755654516114685,3.1545076696714203,3.6514560281034854,2.551427544547466,3.418895184311734,3.120904664036813,3.3066095998605087,2.6740427086464384,2.855742303517019,3.908359337042128,3.3590832207594405,2.8167458870796875,2.8823408479207324,2.95636328133182,2.0017492170518754,3.9824852333912797,4.971033300525268,3.908532693761418,3.6010218863475534,3.93907581375627,3.368829603182893,2.47473027583736,2.709695390364942,3.092519115374913,2.7145090711154025,3.0691041618791997,3.010210617883581,3.552090268413603,4.985609566497505,3.077462571081246,3.76995006356302
86,3.7420719477324593,4.083085620693434,4.364986273902383,4.1216563295535344,4.477361051672228,4.20549206779603,2.962767778640168,4.4199471274911595,4.543502144476381,4.120074142006094,3.348342917999866,3.5302689719350226,4.6209530592828685,3.495521818128374,3.824027045518199,3.700357405143123,3.3050725403750083,3.968524369576595,3.9841968111531862,2.992223509242379,3.903078261331368,3.456163503920193,3.1414828227954628,3.9410376057297762,4.030626821064266,4.285853807727244,3.792106644823315,4.594883096559226,3.9887494911655166,3.2670882450722747,1.0310692799790302,3.001853993650133,3.001449182586269,4.977667872549761
87,2.95874779220376,3.241491308812049,3.4962782841181554,2.8257500000374667,3.9599085083939496,3.1304125615486575,3.8070941413470054,3.1908187457005797,3.3394007080244994,3.916920523134989,2.7801527081792283,2.683563985902771,3.0543942495535616,2.853612820764469,2.720299322345175,2.898209091309864,1.5029737982692444,1.9780764017464594,2.029109768877076,3.969118309621506,4.9840649404726705,3.2290984235106763,2.8556152638502508,4.07388565659275,2.51568048439567,3.005447299244616,3.5407032947280617,3.1232728319210703,2.040634409738615,2.999320550176106,1.0237891960599619,3.995492765552999,2.9874153375161825,3.974744464085634
88,3.7061013784021757,3.5128817842769826,3.43187291227676,2.282695584109892,3.8056671295338123,3.8765085460339472,1.9801110684253573,3.6105188140842728,3.2014724357852398,3.5681847375627918,2.7675531327779064,3.59936952090705,4.2367905541590165,4.619159959600493,3.093697903743744,3.794461932342612,2.47858978579349,3.4198569049870025,3.769811325878717,4.009702416512028,4.979072420779872,4.108161123130981,3.450170094458831,3.4611388329219857,3.8821195529607433,3.1748580158193542,3.215139147468639,2.7860836659510695,3.9834912309450314,3.467976856197313,4.974557350097517,4.991872019580554,4.0009601959664085,4.160178359797867
89,3.9792799402058097,3.415821501349075,3.5233889746859917,2.338493503857568,4.0452701114972065,3.7292760604868325,2.7766995932689627,3.5061062483225043,3.1638523758678887,4.103300947349501,2.484722750128225,3.322993644914039,3.1684344287661164,3.7636190276843235,3.2940644943671322,2.907256189416254,2.252956030700108,2.645384077287921,2.842468786602427,4.98175475425823,4.980486944561604,4.261431008131544,2.978963627132017,3.9972507245846867,3.17552093432371,2.6590607530403587,4.0184892009222715,2.275520767631854,3.006349348715645,3.777329070279613,3.993309251174313,4.986615669689233,4.974892515820214,2.0246135988016722
90,3.143123662663939,2.426679753058518,3.170593872442275,2.0873158243524106,3.2720949310672554,2.841783407620943,1.8165482587518444,3.149158933433805,2.798460004422176,2.829775483403035,1.761075360952274,2.773507400734651,2.7880302008106,2.707784420756135,2.9163328636300925,2.9537557754607153,2.324781614571571,2.268587135308114,2.4570243399365426,2.004920861520059,2.9885006512375423,3.156357463000595,2.624534718879088,2.9995244956372513,3.0998206261259544,2.4600845990107505,2.8844296907657814,2.500760679380829,3.967954746603387,2.3413746709880736,1.0146559753554254,2.9953302723074513,3.9821555136369255,2.0076390368182593
91,3.5868601118961023,2.894335515451393,3.1368150691409156,1.9896877396455994,3.6438527517640313,3.469155555618896,2.0955417427109886,3.160020253798728,2.952830641118685,3.586639370037698,1.982022996804571,3.1956207821142826,2.9880075128982937,3.2725465944664776,3.207308137157904,2.83762921028709,2.5678976566140945,2.639343875565441,2.992906393246529,3.9954391320994644,3.459425666946212,3.923391735014446,2.7691095948221185,3.3456338328261532,2.9038218302450245,2.388514795788103,3.2059422058741696,2.1443948545209826,3.3574861181524627,3.987506190856826,3.988246703956312,3.990491097136091,4.971773293474435,2.0148954560850356
92,2.4176732853704723,3.3143014570996177,2.968561191898932,2.7766708923475147,3.1420283942200093,2.7963516009150746,3.037613244922542,2.975094077310561,2.892483434097875,3.0365863773580357,2.9631417682779158,2.113662078219935,3.4859280711830536,2.731146812049333,2.1257164737843826,2.8700802063416,1.1313174450047145,1.7959353439646155,2.561402757554586,2.994474299296232,4.969610760420221,2.324405806000004,2.9794551530931432,3.2491429080143734,2.614201670014633,3.1442518067529184,2.8643377177887404,2.9839370887996948,1.6343492132795248,2.0717476269419084,1.0160207857168408,3.9911685739906106,1.0213495492910631,4.974201415004705
93,3.0283010726220034,2.937560832318895,3.2744436614179655,2.583157728627813,3.9625036764135038,3.114761712835186,2.513015094599009,3.1557248869111887,3.184215603943,3.520471783387013,2.510343641592185,2.765628504448346,3.1503299933083833,3.258408648361298,2.5498629884187323,3.210468323061396,1.752427224127524,2.773731902055733,2.666632877334908,2.0155015887033594,3.9849065986980623,2.9295751821648115,2.0128717411590085,3.3459529545718754,3.3123044859147175,3.0472701988372433,2.81797787598559,2.95278958138481,2.3864817009521904,2.982940859651862,2.2904977875525527,2.9314121443989976,3.981171529082294,3.981068147876762
94,2.3265653831022104,2.4445963389076097,1.9848829566916615,1.6366785452866246,2.012282644936172,2.846851639548037,1.4931817869818744,2.328747570971789,1.906995937225152,2.126730141826286,2.150453130743105,2.2118181723989974,3.352247478986143,3.516657446912026,1.571572087565361,2.542920462444284,2.0710780605726096,1.963197796560184,3.273814159161458,3.9897267090202404,3.5874643888469824,3.121485934872699,3.089078879322555,2.2491828555816515,1.9409869028721682,1.868386369431581,1.788408969090401,1.6608144713789557,2.2964626711237757,2.0138879516438917,4.96984183144913,4.979177346406194,2.0128624342979955,3.989463995150841
95,3.9029270145627275,3.776723160619731,3.005575090818841,2.604509949139914,3.6047224234242923,4.224272837173247,2.7096050781087437,3.6608901073908924,3.4979725112069273,3.8238107174860834,2.5069094582256004,3.6285749078417258,3.9059937794802906,2.9526434993479684,3.9271624852152827,3.390446391014278,3.1618540322217985,3.038461654273531,3.6256065768242918,4.9910246224640415,3.02285319804601,4.9646772936510715,3.9688561510738434,3.8292101722161345,2.6449050805604837,2.9224710831837037,3.3448644100175384,2.7573873767755344,4.0659848732772605,4.977640832771709,3.997258026659602,4.98446286681003,4.000818936612698,3.0029140927103635
96,1.156838107030568,1.3769761642549834,1.3573135660735687,1.7312387984687685,1.215232456062972,1.7241769509419647,1.5988149883925307,1.6500588765444761,1.5073192437313858,1.098506759947845,1.4169538894282017,0.9219956856699625,2.2525072638834316,1.1645365516631454,0.8890386055107846,1.931307646837016,1.9068226645547606,0.45359845127640447,2.4893087500204,1.2540596042644938,1.027949917989509,1.6759623313162073,2.4689391884256047,1.524388625407612,0.6351975419442555,1.3312409068598492,0.5976562275566857,1.659730867660774,1.4790925790213907,0.9974059354435131,1.007428072817393,2.976926602228607,1.0044810510580464,3.963268854534976
